nomor_kartu_test,nama,tipe,person_id
TESTCARD-0060,Ilsa Rahayu,student,ba127433-39ae-4270-b6eb-de19874e6c90
TESTCARD-0061,Gangsa Harsana Latupono M.Pd,student,828f3e2f-e146-4150-9907-0c74c9f7b96c
TESTCARD-0062,Lintang Humaira Astuti S.Sos,student,85bf15f6-e9e0-48c9-8cb7-5a4dc0b40112
TESTCARD-0063,Dono Sihotang,student,aa6bb2e3-0a9d-4157-8d31-5ed3e2265f50
TESTCARD-0064,Jane Puspita S.I.Kom,student,6e4ff73a-0e26-43ef-88b6-4a1c997c2132
TESTCARD-0065,Sakura Agustina,student,499dc2b8-f530-41fd-a610-340a55fedcdd
TESTCARD-0066,Vera Puspasari,student,ddcfa25e-f482-4a69-a6c6-191a0b9e4821
TESTCARD-0067,Prasetyo Tampubolon M.M.,student,36920c3d-e3e5-46e4-ba9a-22b9be15cee8
TESTCARD-0068,Okta Natsir,student,f181deac-967d-43bd-889e-975d1eefc071
TESTCARD-0069,Gaduh Pangestu,student,3ac7af2b-82b3-49af-af09-25302c2c8a66
TESTCARD-0070,Cecep Kuswoyo,student,f6542ecd-80d8-4c32-8877-7264f89be2d4
TESTCARD-0071,Salsabila Usamah,student,8e188e10-ac3d-4551-b510-382c3bcc0d57
TESTCARD-0072,Tomi Suwarno,student,16561259-5a09-4a14-a092-34e1338ef07b
TESTCARD-0073,Lala Kusmawati,student,9f06d56d-2dc2-4d60-a2c7-16c7b1baa916
TESTCARD-0074,Dadi Maryadi,student,5fe13b20-f3a1-4ea2-9bd4-2772b6197e12
TESTCARD-0075,Yance Hana Farida,student,9673b31d-afea-4995-85db-b671e02bafca
TESTCARD-0076,Jessica Ifa Lailasari S.Gz,student,b58d91b7-cb9b-4105-aa9e-6ba14a858627
TESTCARD-0077,Winda Suartini,student,59406817-0f05-4b46-966a-243294dffb77
TESTCARD-0078,Nrima Prasetyo,student,5fd38177-2fc0-4a29-8168-a78f71f02735
TESTCARD-0079,Ika Mayasari,student,051c23d9-0966-44d6-89e9-09366e51fc93
TESTCARD-0080,Agnes Nasyiah,student,2e780e23-cbc9-49c5-bcb8-d764da961cdd
TESTCARD-0081,Endah Dewi Wahyuni S.Ked,student,ee30d22d-0975-4a03-a04d-94ff11b048cb
TESTCARD-0082,Ani Ulva Wastuti,student,1818969b-2757-474e-b94e-4c89997b0817
TESTCARD-0083,Zahra Ella Wastuti,student,99a8e542-f6bb-488d-b41d-9e439844ddf1
TESTCARD-0084,Bahuraksa Hutapea S.IP,student,2c7d8e98-3e2a-4e56-8713-21691748d724
TESTCARD-0085,Mustofa Jabal Rajasa S.IP,student,19c284b1-82f0-4e69-9a75-8d88fa1ea163
TESTCARD-0086,Baktiono Dabukke,student,821cfa2c-14d4-4494-b767-b2980c8b46e0
TESTCARD-0087,Uchita Mandasari,student,a1b24292-2aa7-491e-a130-76ef38796ea9
TESTCARD-0088,Raisa Purnawati,student,1e877914-e890-478f-ba5c-8316b19b9764
TESTCARD-0089,Karman Ikhsan Prabowo,student,5bf0093c-c5e1-4ca8-b6cb-b4e755b6101d
TESTCARD-0090,Gina Suryatmi,student,ac9b8c8e-c0af-4899-ac64-15838c9292bf
TESTCARD-0091,Dewi Cinthia Handayani S.IP,student,0c96efd5-b8c4-4a8d-9488-9190b29de3d2
TESTCARD-0092,Kartika Riyanti S.Pt,student,cc9daef1-be5e-4a60-939d-0cb2e6a4bbac
TESTCARD-0093,Eva Rahmawati,student,64c2fe9b-5e1f-4e8a-a476-073974895e40
TESTCARD-0094,Asman Tamba,student,8e6d8461-33af-48c6-b8e0-549b2817617f
TESTCARD-0095,Laras Utami S.Gz,student,426d7d91-d097-4197-81dd-19cfe3524120
TESTCARD-0096,Ulva Winarsih,student,70e38f77-840c-4159-8fc1-6fa8550f1259
TESTCARD-0097,Elma Salimah Permata S.Sos,student,3f60a1e7-908d-462b-a272-d8f489da10f4
TESTCARD-0098,Jelita Suartini,student,506d277a-f8df-4b2d-9dc7-56a6568aca48
TESTCARD-0099,Oni Laila Kuswandari M.M.,student,403bdf3c-242e-434e-b276-08ba8a96a1ca
TESTCARD-0100,Laras Ciaobella Farida,student,892de419-57f4-4813-8a33-8190c3a469d6
TESTCARD-0101,Eko Damanik,student,28d52a14-716a-47d6-9272-1b13557eccc7
TESTCARD-0102,Elvina Safitri,student,d4899487-983a-4c1c-bbad-29834c66523f
TESTCARD-0103,Nrima Prasasta,student,e58792ef-2501-41fa-8976-5cd4fd8d866c
TESTCARD-0104,Padmi Pratiwi,student,cab95d53-f35e-4536-abfd-f8915e2fe80d
TESTCARD-0105,Kenari Balijan Habibi S.Ked,student,603059d2-cb67-42bf-94b7-c7bdeca3c527
TESTCARD-0106,Zelaya Nasyidah S.E.I,student,5b57f89e-d3be-4ad0-adcc-700387c7b1cd
TESTCARD-0107,Zulfa Kusmawati,student,50bc26d1-c916-4ed3-802d-18f9cc22f761
TESTCARD-0108,Aurora Rika Puspita,student,f8dc51bd-2be5-450e-8495-a4ed1f055e3c
TESTCARD-0109,Yuni Jessica Pertiwi S.Gz,student,3d14c804-0832-47b3-b2fc-6113a5cd06cc
TESTCARD-0110,Waluyo Kusumo,student,f631ed28-8193-49d1-8c5b-fd5f00a1136c
TESTCARD-0111,Saiful Adriansyah,student,a4b5ca64-a7f2-4d79-91cd-c7d34b3c3a78
TESTCARD-0112,Maya Haryanti M.TI.,student,fa373509-5e22-4f71-95c1-fada3dda6b3b
TESTCARD-0113,Ganda Tamba S.Gz,student,32bbcc6f-1ce3-4843-820a-1cd31ea6d9e0
TESTCARD-0114,Alika Yessi Uyainah S.Psi,student,85889686-cabf-4ab9-86ad-93d9664f05a1
TESTCARD-0115,Vega Balangga Manullang,student,4ecc3bbc-7791-4efa-8e6f-e3f7e5fd9189
TESTCARD-0116,Ina Mandasari M.Kom.,student,1c78d8f1-d119-4c8b-b6cf-89ad1f01bb86
TESTCARD-0117,Zelda Suryatmi,student,6df75996-7bef-42f3-8910-31cd00ba2156
TESTCARD-0118,Iriana Riyanti S.Gz,student,c9d41dd9-65a6-4999-9cfb-3159ac752bc0
TESTCARD-0119,Alika Sudiati M.Kom.,student,248a562f-813e-480d-8704-513f7d7bff59
TESTCARD-0120,Emong Gunawan,student,0cff307f-f3ca-46bb-9821-1994acbecdf3
TESTCARD-0121,Jatmiko Prasetyo S.Psi,student,0b4f4c1a-5a24-4995-8436-7e50c54a79e5
TESTCARD-0122,Humaira Mandasari,student,8b0cd6ac-bb8a-4c32-a9bb-0f206ed320c0
TESTCARD-0123,Lintang Lalita Nasyidah S.Kom,student,cbd9fc75-4490-4029-b5e5-fabd1a7ec4ee
TESTCARD-0124,Mila Astuti,student,7e9d4dda-d273-4c05-a411-827918188f83
TESTCARD-0125,Jumari Natsir,student,432fa9c7-652d-481d-9be3-2b9ed2499024
TESTCARD-0126,Mahesa Edi Wibowo,student,c4bb01cc-ff27-4bf0-84d6-34c6fda370c3
TESTCARD-0127,Farhunnisa Gasti Pertiwi,student,84c5ca79-6d66-4932-8f27-aefc5c4eb295
TESTCARD-0128,Raihan Hutasoit,student,1914926d-4155-4379-a516-f568050d3fe4
TESTCARD-0129,Raden Prasetyo,student,29507688-7a26-4145-9a3a-f696d76a4c33
TESTCARD-0130,Ghaliyati Usamah,student,0d36c51e-5c84-41a2-bc44-2479b18911c3
TESTCARD-0131,Gabriella Jane Winarsih S.Pt,student,674b8541-914d-4f2d-a0c3-e20fe6b7cb2b
TESTCARD-0132,Caket Habibi,student,4b2223cd-9fde-4255-8705-3bd0f64b6ab8
TESTCARD-0133,Jamil Sihombing,student,06543b37-be88-425b-a9e2-91e4e0fdf6bb
TESTCARD-0134,Cinta Usamah,student,f28bcce4-1bb4-47db-9cf9-2f9f11c382be
TESTCARD-0135,Utama Akarsana Pranowo S.Psi,student,edc70f35-bcb9-4b35-b7e6-ffe05a27bbe8
TESTCARD-0136,Mujur Karna Wijaya S.Farm,student,0f5fcf58-07f1-42e4-8451-6d6df9462189
TESTCARD-0137,Kemba Wahyu Pranowo,student,01367eb7-cada-4b7b-9378-290f7e7e0d8b
TESTCARD-0138,Olga Nababan S.T.,student,e9bebfbb-12e7-411b-90b7-8e5ae06e2ddb
TESTCARD-0139,Wani Lestari S.Sos,student,ba116784-653f-47f2-82bb-337c97827cdf
TESTCARD-0140,Nadine Sabrina Rahimah M.Ak,student,c8c05d48-6acf-441f-9993-ef0b1813ff9e
TESTCARD-0141,Kusuma Saputra,student,04af590a-844c-468e-aac7-e81d6ac2ce88
TESTCARD-0142,Oni Nasyiah,student,83f758a5-b1e7-40ad-91c8-471235e0d1b5
TESTCARD-0143,Jagaraga Najam Gunarto S.E.I,student,d9105a31-4aa1-4e03-b721-dc2353fc0c47
TESTCARD-0144,Ratna Safitri,student,e6daac1e-0e06-4f13-b201-af28b1ec52a4
TESTCARD-0145,Koko Kariman Salahudin,student,c10dbc9d-d198-466f-a306-fc72fadd72ed
TESTCARD-0146,Genta Elma Permata,student,17bf74ba-6671-443d-86e0-6d25f6258608
TESTCARD-0147,Eka Chelsea Purwanti M.Farm,student,63b8a055-54d0-4034-a5a1-6c0ff8f2d125
TESTCARD-0148,Wadi Rajasa S.Ked,student,f30f4f55-bf35-4380-97f3-a0c42e68a517
TESTCARD-0149,Ani Oktaviani,student,50e1f370-80d8-4bf5-8534-18cf3cd6ed6a
TESTCARD-0150,Ibrani Permadi,student,8e576985-eac1-489f-bcad-bb17de1c9378
TESTCARD-0151,Icha Almira Mulyani S.H.,student,f28567a8-a1e9-4c9b-9836-a0628c802e18
TESTCARD-0152,Jessica Lala Nasyiah S.Gz,student,d46f82e1-1d8d-4217-a434-1efa7fdf5e0f
TESTCARD-0153,Artawan Samosir,student,dea1557a-eec1-46c2-8926-5a82ec1e594d
TESTCARD-0154,Garda Nugroho M.Farm,student,f3996b9c-d9ac-4e3b-a0e1-cc9048b4b677
TESTCARD-0155,Cici Safitri,student,78fb0553-62c3-444f-93bc-c9b61d08af5a
TESTCARD-0156,Eli Purnawati M.Pd,student,55df6263-044d-4213-be6e-43ad701a596f
TESTCARD-0157,Faizah Pudjiastuti,student,0b2e6419-c53a-4b21-8c50-1be7d8079a5c
TESTCARD-0158,Sabar Yosef Lazuardi S.E.,student,f30e6dce-b2f4-4b92-9ab2-4788c1c7f3a7
TESTCARD-0159,Ganda Nashiruddin,student,318d20d4-d42f-48f7-b6d2-d777d8a2d998
TESTCARD-0160,Ratih Wulan Laksmiwati S.I.Kom,student,cda9d75c-d251-4d40-bb72-e130276eedef
TESTCARD-0161,Ulya Wastuti S.Pd,student,f6136092-8f5e-4472-950e-2bcad8972881
TESTCARD-0162,Unggul Kunthara Wahyudin S.H.,student,4641a159-b2f0-4cbc-a80d-8151eb9e98ac
TESTCARD-0163,Damar Sihombing S.H.,student,9d1617b2-cc3c-47b9-abb6-a7d34f1b1d92
TESTCARD-0164,Galak Samosir,student,8a2c3a45-5a9b-4532-8190-79ac5b00cf69
TESTCARD-0165,Lanjar Lazuardi M.Ak,student,a38ae7d2-0d12-492d-96e4-55a93d9527e8
TESTCARD-0166,Jamalia Jasmin Halimah,student,969fbe40-8ab2-4796-a208-f50ed6c4ea40
TESTCARD-0167,Fitriani Puji Mayasari M.Kom.,student,d74849c3-381c-41ab-96f7-52630eeaa403
TESTCARD-0168,Dagel Lasmanto Salahudin M.TI.,student,2d594d59-fd4a-44ab-a512-e8a4f57ac873
TESTCARD-0169,Bambang Gamani Samosir S.Gz,student,98f633c5-2c3b-4583-90a5-fc0b4ad9437c
TESTCARD-0170,Langgeng Asmadi Prayoga,student,ec7a67e4-0a72-4f1e-bf2c-42d1189996f1
TESTCARD-0171,Waluyo Wacana,student,7cf71d56-36ed-4a37-9550-9d544c6f0bc9
TESTCARD-0172,Maida Handayani,student,7acad20d-1450-423a-9116-d741bb985760
TESTCARD-0173,Devi Rahayu,student,204dd4c6-ded1-495b-bdce-1eb7acd3a720
TESTCARD-0174,Alika Shakila Yuliarti,student,ef7e0864-d188-444c-9536-9b3b31aed6ca
TESTCARD-0175,Mahmud Rafi Wibowo,student,b261c504-0e1e-493a-be95-89ff04f9d96d
TESTCARD-0176,Wulan Halimah S.T.,student,52fb2a33-853a-40c7-b8a3-b40a52506458
TESTCARD-0177,Wisnu Mansur,student,2a111e1c-1ab3-463f-a749-cc16a695134f
TESTCARD-0178,Fitriani Cinta Mayasari,student,9c41a2bf-804b-4117-b31d-181da1d89b75
TESTCARD-0179,Irma Melani S.IP,student,5a621829-58f5-4c7c-bb06-82e51e31145e
TESTCARD-0180,Ira Yulianti S.I.Kom,student,be295cbc-c012-409e-9a71-8ef713b50d56
TESTCARD-0181,Kayla Utami,student,02e13287-0d3f-4ba4-af0c-d0d2e5a84134
TESTCARD-0182,Ega Budiman,student,d4e8ccf1-3181-4a2a-b685-1d9e69c3c3d8
TESTCARD-0183,Ajeng Usamah S.IP,student,b73daef6-6dbc-4377-b1c4-7277dda771f5
TESTCARD-0184,Hani Nurdiyanti,student,914bd7c7-ba05-4d22-8f14-9f3a163a6387
TESTCARD-0185,Hana Safitri,student,990fd195-76ab-44de-b0df-8561863c5bc7
TESTCARD-0186,Estiawan Atma Maheswara,student,427b7ae4-b670-46f5-83ab-2d398d0d94a8
TESTCARD-0187,Kamila Wirda Laksmiwati,student,1eff3a21-bd30-4d41-945c-4e192a60e3a9
TESTCARD-0188,Caraka Jayeng Prasetyo S.Pt,student,432371ae-fc94-46b6-9d23-84c86bcff2d7
TESTCARD-0189,Eka Citra Permata S.Kom,student,1fbac499-28f4-499a-b24a-8dcef0fcade8
TESTCARD-0190,Jarwadi Mursita Sitorus,student,2ba2b05e-6046-4336-a6fc-5f8f2645eb88
TESTCARD-0191,Jessica Hartati,student,a529cc64-f674-42bf-97bb-251bf3545b87
TESTCARD-0192,Uda Natsir,student,f4e2cc76-bce4-4594-b37e-7c61fe3bf90e
TESTCARD-0193,Pranata Halim,student,eaa257b0-a879-47b7-a5ae-5a89baaad8d5
TESTCARD-0194,Pia Anggraini,student,8bf3829b-27f0-49e4-88e6-0af4f6a4b2a5
TESTCARD-0195,Gandewa Hartana Januar,student,f449d2d9-053a-475d-9750-e433af8601c9
TESTCARD-0196,Victoria Farida,student,9355bfaa-7777-4627-982c-757bc19aeb14
TESTCARD-0197,Titi Diah Wahyuni M.M.,student,97e40b1c-da23-4dc8-816b-7edb6afa21be
TESTCARD-0198,Kemal Malik Sinaga M.Kom.,student,8c747b27-b5a2-4e6d-9380-ec1f26c3d38c
TESTCARD-0199,Padmi Nasyiah S.IP,student,b4bb2684-c59c-4e12-b72d-0af21c7a48cb
TESTCARD-0200,Tira Mila Rahimah M.Farm,student,736c8473-c719-4913-9f56-ec9f9e779f46
TESTCARD-0201,Elisa Ella Oktaviani,student,40bb4805-7c30-4277-bf0d-834c758dac9b
TESTCARD-0202,Kartika Laksita M.Ak,student,1e6f1ecb-0094-4da7-bb44-7d357cc0f3f0
TESTCARD-0203,Koko Jarwadi Latupono M.Ak,student,6242ca8b-7c39-4e9a-a262-236600b2df4b
TESTCARD-0204,Lantar Darmaji Sitorus S.Pt,student,2f1a8b59-f065-4399-8690-4324d44d2636
TESTCARD-0205,Queen Wijayanti,student,1de55f8f-5977-4341-a8c2-6050a5226ffa
TESTCARD-0206,Hadi Hardiansyah M.Kom.,student,5d4e6afe-6c4f-43bb-b0c2-23e160336bbb
TESTCARD-0207,Calista Indah Yuniar S.Kom,student,150b4a3e-bb9b-47c1-928c-f3264ae32bcd
TESTCARD-0208,Prasetya Pradipta,student,661241d4-4c18-4636-a762-e47bf8fb092f
TESTCARD-0209,Bagya Prasetya Wibisono,student,b0074a91-1dbd-428f-b08c-0c65502bdde3
TESTCARD-0210,Rahmi Rahimah S.Gz,student,9bf524a6-1785-4376-8605-55492684ec6b
TESTCARD-0211,Irnanto Darsirah Hardiansyah,student,d532d480-d7fd-4aec-b464-29fcad2ea82e
TESTCARD-0212,Raharja Putra,student,a9193ade-7f83-43a5-bb24-c72d1bc483c0
TESTCARD-0213,Raisa Hariyah,student,f960018b-6a27-4371-9735-f70ddf31f092
TESTCARD-0214,Malika Agnes Riyanti,student,9e4db5af-264d-493a-988b-2d76ea7753d2
TESTCARD-0215,Paulin Lidya Wulandari,student,70603fa2-6825-4e37-9d14-7e862698f218
TESTCARD-0216,Malika Mala Usada S.E.I,student,3e93ba5c-8d71-43be-82bc-c030120b74b1
TESTCARD-0217,Malik Virman Megantara S.IP,student,4a0a7320-86ed-41dc-b0f2-b493ab5cbfc2
TESTCARD-0218,Maida Laksmiwati M.Kom.,student,e04959f6-7009-4201-84c5-6d76c948f58f
TESTCARD-0219,Daryani Tarihoran S.H.,student,f236ec70-7244-4627-b29c-7d7db1e6bf6f
TESTCARD-0220,Rika Purwanti,student,2822bce2-225a-4e81-a01d-7b6b8704fc6e
TESTCARD-0221,Eka Namaga M.Pd,student,602d403c-2d82-40e1-ae0c-61b5bf9ef946
TESTCARD-0222,Gaman Januar,student,e69902ba-7516-4a1e-b4c4-01f4b802b72c
TESTCARD-0223,Dimas Iswahyudi M.Ak,student,c2dac121-8cbd-452a-a581-1122e205a495
TESTCARD-0224,Cici Safitri,student,c0dc0cf6-f27b-4731-833f-7eca01f833c0
TESTCARD-0225,Ega Hutagalung,student,95233079-ad64-49af-98f0-bbca7093ee77
TESTCARD-0226,Ifa Mayasari,student,251efe9b-339a-4644-9afb-d9dce40eecc6
TESTCARD-0227,Kardi Gunawan,student,5815db29-f8cd-4b07-a62e-85da9928a6a9
TESTCARD-0228,Mariadi Sirait,student,b6d88e15-2750-4f78-bd5a-ced8b809723c
TESTCARD-0229,Aslijan Atmaja Nainggolan,student,74c785f7-6544-46a8-90b4-01e6bb278747
TESTCARD-0230,Citra Pratiwi,student,13cdb49a-371f-4828-959e-eece2ec3a9fb
TESTCARD-0231,Yance Lailasari,student,069dc778-95ef-47e2-b8c9-0ab46df44d19
TESTCARD-0232,Pandu Thamrin S.Psi,student,8543d780-cfb9-46bd-a6f3-8dfaa11a1143
TESTCARD-0233,Wisnu Kamal Siregar S.I.Kom,student,f185272c-7638-4b90-b19b-3f10c91743e3
TESTCARD-0234,Vino Pratama,student,c2f04773-e42e-49fc-9435-0cb3a7d93222
TESTCARD-0235,Shania Anggraini,student,0137075f-a299-493c-8875-ab323d7c9a13
TESTCARD-0236,Zahra Zulaika S.E.I,student,f5914e20-721f-4a2f-9929-08cc600debb3
TESTCARD-0237,Ganda Luwes Rajata,student,0ddb87ac-81a9-4094-9ce5-6f57f544fd97
TESTCARD-0238,Harjasa Hutagalung M.Ak,student,836cb6e1-20d9-44dc-9419-abc16845bbd3
TESTCARD-0239,Irma Nilam Yuliarti,student,6b3ee104-4128-4c32-a8c4-86ac30a52712
TESTCARD-0240,Eko Mahendra,student,52518345-a4de-46fc-b582-d09a03a696d4
TESTCARD-0241,Lembah Hakim,student,fab726ee-e137-4a66-8941-41eb73c19358
TESTCARD-0242,Raisa Kusmawati M.Farm,student,de8c5c3c-b293-48c4-b3e9-e6b864950cb9
TESTCARD-0243,Muhammad Saefullah,student,fbf10c65-6339-4387-8243-0cd2d35e0c6b
TESTCARD-0244,Zizi Puspita S.Psi,student,b88c1482-a0d9-4e27-bb36-c542241997d6
TESTCARD-0245,Lili Paris Yuniar S.Psi,student,54d3c244-bd91-4d45-b3bb-b834300d24ab
TESTCARD-0246,Ana Kuswandari S.Farm,student,1c4e7753-7170-4802-866e-ef72796b1002
TESTCARD-0247,Lasmono Kardi Wibowo S.T.,student,280c3dbe-c5ea-46f5-b112-25e382e2a4f8
TESTCARD-0248,Anastasia Usada M.TI.,student,215f4ad6-e16e-462a-8443-0a9ea7e33eed
TESTCARD-0249,Dalima Winarsih,student,76eae906-e4be-4150-84d3-cda4de866cb7
TESTCARD-0250,Putri Endah Susanti,student,999fc108-dab7-4230-b460-45ffd19cd8dd
TESTCARD-0251,Michelle Mardhiyah S.Sos,student,d6508402-e565-4603-a778-4a5df89b7211
TESTCARD-0252,Dalima Bella Usamah,student,2b291b65-15b4-4e17-af77-c95a418ea055
TESTCARD-0253,Zelaya Mardhiyah,student,3e69be5e-663a-49d4-8bda-ae93e39080c1
TESTCARD-0254,Ifa Sudiati,student,8be84732-6aa6-4b63-b181-2314ce7b98ad
TESTCARD-0255,Ulya Lailasari,student,94481277-2fa8-497c-b8a9-68de3ff630c4
TESTCARD-0256,Ibrahim Jasmani Tarihoran S.I.Kom,student,4bb692a1-db5c-444d-9fcf-9d7d5f787b26
TESTCARD-0257,Harsaya Suryono,student,4be94c9f-cf57-4929-b432-78c3d10ac69e
TESTCARD-0258,Mitra Setiawan,student,5b8ff3ae-7801-4e37-919f-b3c20903c870
TESTCARD-0259,Banawa Jasmani Prayoga,student,18ab049a-7a55-4679-80a4-7ac08cd232ef
TESTCARD-0260,Hana Anggraini,student,e61fffbe-afdc-41d1-9697-d3ebc514eda9
TESTCARD-0261,Eli Amelia Lailasari,student,05b0b237-548a-4349-af0c-b2dbda0ed6c4
TESTCARD-0262,Satya Rajasa,student,0b55c193-f581-436f-a91f-7a0a0c0524ae
TESTCARD-0263,Wulan Mulyani,student,4a84590d-4d3c-4c9c-877b-b58e4a90fc16
TESTCARD-0264,Marsito Jaeman Sihombing S.Farm,student,9e1589e4-3972-4f13-9722-ed47f9ac3c28
TESTCARD-0265,Uli Hasna Pertiwi S.Gz,student,375677c2-e463-4623-9069-1364e2cc650a
